N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
932.0,광전자,1752.0,상승  28,+1.62%,500.0,1257.0,2512.0,-44.0
933.0,KODEX K-메타버스액티브,6410.0,상승  120,+1.91%,0.0,,,
934.0,신일전자,1421.0,상승  10,+0.71%,500.0,1843.0,1261.0,20.0
935.0,한국화장품,6280.0,상승  80,+1.29%,500.0,787.0,486.0,31.0
936.0,조흥,167500.0,"상승  1,500",+0.90%,5000.0,4059.0,3940.0,156.0
937.0,HK 종합채권(AA-이상)액티브,108930.0,보합0,0.00%,0.0,,,
938.0,KODEX K-로봇액티브,13300.0,하락  200,-1.48%,0.0,,,
939.0,하나 Solactive 2X US Tech Top 10 ETN(H),99840.0,보합0,0.00%,0.0,,,
940.0,TIMEFOLIO Korea플러스배당액티브,12925.0,상승  90,+0.70%,0.0,,,
941.0,1Q K200액티브,10380.0,상승  205,+2.01%,0.0,,,
942.0,HS화성,9810.0,상승  70,+0.72%,5000.0,9081.0,9917.0,253.0
943.0,한솔홀딩스,2370.0,상승  10,+0.42%,1000.0,4431.0,7201.0,40.0
944.0,에이플러스에셋,4400.0,상승  15,+0.34%,500.0,3546.0,3729.0,76.0
945.0,금호건설,2690.0,상승  20,+0.75%,5000.0,22176.0,16924.0,218.0
946.0,NI스틸,3475.0,상승  65,+1.91%,500.0,3829.0,4480.0,707.0
947.0,SOL 미국AI전력인프라,13300.0,상승  270,+2.07%,0.0,,,
948.0,RISE 메타버스,5665.0,상승  130,+2.35%,0.0,,,
949.0,ACE 25-06 회사채(AA-이상)액티브,10740.0,상승  5,+0.05%,0.0,,,
950.0,TIMEFOLIO K바이오액티브,11670.0,상승  370,+3.27%,0.0,,,
951.0,크라운제과,7870.0,상승  70,+0.90%,200.0,4347.0,3386.0,284.0
952.0,N2 레버리지 S&P500 ETN,48985.0,하락  670,-1.35%,0.0,,,
953.0,한국무브넥스,3215.0,상승  20,+0.63%,1000.0,15108.0,8747.0,593.0
954.0,덕양산업,3005.0,상승  30,+1.01%,500.0,18759.0,5736.0,277.0
955.0,동일고무벨트,7040.0,상승  130,+1.88%,500.0,3578.0,3740.0,137.0
956.0,TIGER 미국S&P500배당귀족,12380.0,하락  135,-1.08%,0.0,,,
957.0,KODEX 차이나CSI300,12440.0,하락  110,-0.88%,0.0,,,
958.0,두올,3095.0,하락  15,-0.48%,2500.0,7531.0,4771.0,441.0
959.0,KODEX AI반도체핵심장비,9270.0,상승  520,+5.94%,0.0,,,
960.0,ACE 미국빅테크TOP7 Plus레버리지(합성),31065.0,하락  150,-0.48%,0.0,,,
961.0,태양금속,2620.0,상승  25,+0.96%,500.0,6172.0,4991.0,222.0
962.0,RISE 단기종합채권(AA-이상)액티브,110900.0,상승  30,+0.03%,0.0,,,
963.0,TIGER 여행레저,2945.0,상승  30,+1.03%,0.0,,,
964.0,유니온머티리얼,2275.0,상승  70,+3.17%,500.0,1165.0,1871.0,-47.0
965.0,RISE 코스피,25330.0,상승  400,+1.60%,0.0,,,
966.0,TIGER 차이나CSI300레버리지(합성),18400.0,하락  625,-3.29%,0.0,,,
967.0,TIGER 일본엔선물,8850.0,상승  15,+0.17%,0.0,,,
968.0,삼원강재,2360.0,상승  5,+0.21%,500.0,3591.0,3037.0,165.0
969.0,신한 레버리지 은 선물 ETN(H),9415.0,상승  200,+2.17%,0.0,,,
970.0,SK이노베이션우,75400.0,"상승  2,300",+3.15%,5000.0,,,
971.0,동일산업,38800.0,하락  50,-0.13%,5000.0,4412.0,4761.0,-42.0
972.0,인바이오젠,9340.0,보합0,0.00%,500.0,62.0,1513.0,-62.0
973.0,제일연마,9460.0,상승  190,+2.05%,500.0,852.0,1066.0,79.0
974.0,현대코퍼레이션홀딩스,10280.0,상승  40,+0.39%,5000.0,1883.0,3440.0,187.0
975.0,한투 인버스2X 나스닥100 ETN B,9305.0,상승  110,+1.20%,0.0,,,
976.0,ACE 11월만기자동연장회사채AA-이상액티브,10475.0,상승  5,+0.05%,0.0,,,
977.0,성창기업지주,1323.0,상승  23,+1.77%,500.0,1663.0,7691.0,-167.0
978.0,이스타코,2150.0,하락  80,-3.59%,500.0,133.0,795.0,-17.0
979.0,히어로즈 26-09 회사채(AA-이상)액티브,52610.0,상승  75,+0.14%,0.0,,,
980.0,인지컨트롤스,5770.0,상승  110,+1.94%,500.0,6340.0,6491.0,209.0
981.0,KTis,2620.0,상승  10,+0.38%,500.0,5930.0,4476.0,205.0
982.0,한국내화,2205.0,상승  35,+1.61%,500.0,4118.0,3332.0,-75.0
983.0,신한글로벌액티브리츠,2080.0,상승  20,+0.97%,1000.0,35.0,1676.0,1.0
984.0,한컴라이프케어,3260.0,상승  55,+1.72%,200.0,1128.0,1822.0,18.0
985.0,한신기계,2780.0,상승  50,+1.83%,500.0,573.0,1165.0,-72.0
986.0,휴비스,2580.0,상승  45,+1.78%,5000.0,9277.0,7827.0,-716.0
987.0,TIGER 국채3년,107595.0,상승  65,+0.06%,0.0,,,
988.0,ACE 미국반도체데일리타겟커버드콜(합성),10445.0,상승  65,+0.63%,0.0,,,
989.0,TIGER Fn메타버스,6420.0,상승  150,+2.39%,0.0,,,
990.0,형지엘리트,2495.0,상승  5,+0.20%,500.0,1327.0,1432.0,70.0
991.0,깨끗한나라,2375.0,상승  5,+0.21%,1000.0,5149.0,6415.0,-189.0
992.0,히어로즈 단기채권ESG액티브,106540.0,상승  55,+0.05%,0.0,,,
993.0,하이트론,2930.0,상승  45,+1.56%,500.0,55.0,276.0,-66.0
994.0,텔코웨어,9510.0,상승  70,+0.74%,500.0,406.0,1268.0,30.0
995.0,동부건설,3825.0,상승  5,+0.13%,5000.0,19000.0,18075.0,302.0
996.0,대호에이엘,1294.0,하락  1,-0.08%,500.0,1816.0,1459.0,84.0
997.0,무림페이퍼,2080.0,상승  15,+0.73%,2500.0,13219.0,23926.0,678.0
998.0,일동홀딩스,7490.0,상승  20,+0.27%,1000.0,6384.0,8770.0,-796.0
999.0,HANARO 머니마켓액티브,50885.0,보합0,0.00%,0.0,,,
1000.0,HK 26-12 회사채(AA-이상)액티브,100235.0,상승  115,+0.11%,0.0,,,
1001.0,TIGER 배당커버드콜액티브,9690.0,상승  165,+1.73%,0.0,,,
1002.0,KOSEF 미국S&P500,17310.0,하락  85,-0.49%,0.0,,,
1003.0,KODEX 200미국채혼합,12910.0,상승  140,+1.10%,0.0,,,
1004.0,한투 블룸버그 인버스 2X 천연가스선물 ETN,42070.0,상승  345,+0.83%,0.0,,,
1005.0,KOSEF 미국양자컴퓨팅,9935.0,상승  95,+0.97%,0.0,,,
1006.0,동방아그로,6120.0,보합0,0.00%,500.0,1643.0,2244.0,136.0
1007.0,황금에스티,4900.0,상승  15,+0.31%,500.0,3551.0,5135.0,293.0
1008.0,TIGER 200 중공업,5700.0,하락  15,-0.26%,0.0,,,
1009.0,크라운해태홀딩스,5600.0,상승  50,+0.90%,500.0,10355.0,11558.0,710.0
1010.0,DRB동일,4155.0,상승  60,+1.47%,500.0,7378.0,9637.0,358.0
1011.0,신영와코루,9200.0,상승  50,+0.55%,500.0,2028.0,4017.0,22.0
1012.0,KB 레버리지 나스닥 100 ETN,27465.0,하락  235,-0.85%,0.0,,,
1013.0,KODEX 은선물(H),5345.0,상승  55,+1.04%,0.0,,,
1014.0,부산산업,77900.0,상승  900,+1.17%,5000.0,1405.0,2782.0,72.0
1015.0,세이브존I&C,2000.0,상승  15,+0.76%,1000.0,1238.0,5848.0,110.0
1016.0,써니전자,2235.0,상승  70,+3.23%,500.0,128.0,825.0,9.0
1017.0,코스맥스비티아이,8530.0,상승  40,+0.47%,500.0,6286.0,8783.0,202.0
1018.0,팜스코,2225.0,상승  25,+1.14%,500.0,18545.0,11192.0,315.0
1019.0,KODEX 성장주,13615.0,상승  420,+3.18%,0.0,,,
1020.0,HL D&I,2155.0,보합0,0.00%,5000.0,15720.0,17243.0,507.0
1021.0,ACE 미국30년국채선물레버리지(합성 H),5650.0,상승  45,+0.80%,0.0,,,
1022.0,티웨이홀딩스,722.0,상승  22,+3.14%,500.0,78.0,2154.0,-30.0
1023.0,CS홀딩스,70300.0,하락  200,-0.28%,5000.0,1720.0,3839.0,191.0
1024.0,유유제약,4765.0,상승  145,+3.14%,1000.0,1372.0,1982.0,4.0
1025.0,PLUS KOFR금리,106410.0,상승  15,+0.01%,0.0,,,
1026.0,TIGER 미디어컨텐츠,5085.0,상승  90,+1.80%,0.0,,,
1027.0,유니온,5150.0,상승  150,+3.00%,500.0,2246.0,3828.0,-20.0
1028.0,남광토건,8100.0,하락  30,-0.37%,5000.0,5477.0,3773.0,43.0
1029.0,PLUS 고배당주위클리커버드콜,9515.0,하락  85,-0.89%,0.0,,,
1030.0,RISE 25-03 회사채(AA-이상)액티브,50725.0,상승  10,+0.02%,0.0,,,
1031.0,KODEX 글로벌비만치료제TOP2 Plus,10580.0,상승  160,+1.54%,0.0,,,
1032.0,ACE 8월만기자동연장회사채AA-이상액티브,10365.0,하락  5,-0.05%,0.0,,,
1033.0,팜젠사이언스,4345.0,상승  120,+2.84%,500.0,1668.0,3359.0,91.0
1034.0,TIMEFOLIO 글로벌우주테크&방산액티브,13600.0,하락  60,-0.44%,0.0,,,
1035.0,사조씨푸드,4580.0,상승  90,+2.00%,1000.0,1760.0,3201.0,-348.0
1036.0,진양화학,3715.0,상승  160,+4.50%,500.0,283.0,499.0,-21.0
1037.0,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),31445.0,하락  435,-1.36%,0.0,,,
1038.0,까뮤이앤씨,1309.0,하락  5,-0.38%,500.0,2788.0,2555.0,67.0
1039.0,사조오양,8300.0,상승  110,+1.34%,5000.0,3915.0,3462.0,163.0
1040.0,삼호개발,3110.0,상승  15,+0.48%,500.0,3619.0,3284.0,105.0
1041.0,TIGER 중국소비테마,5835.0,상승  110,+1.92%,0.0,,,
1042.0,이엔플러스,1058.0,상승  45,+4.44%,500.0,449.0,1722.0,-239.0
1043.0,화승코퍼레이션,1544.0,상승  5,+0.32%,500.0,16341.0,11545.0,782.0
1044.0,호전실업,7920.0,상승  150,+1.93%,500.0,4415.0,3160.0,351.0
1045.0,KODEX 헬스케어,16740.0,상승  310,+1.89%,0.0,,,
1046.0,신한 WTI원유 선물 ETN(H),7700.0,상승  145,+1.92%,0.0,,,
1047.0,NH프라임리츠,4080.0,상승  25,+0.62%,500.0,36.0,1065.0,32.0
1048.0,RISE 중기우량회사채,106520.0,상승  100,+0.09%,0.0,,,
1049.0,신송홀딩스,6400.0,상승  100,+1.59%,500.0,1934.0,2429.0,84.0
1050.0,TIGER 200선물레버리지,10970.0,상승  415,+3.93%,0.0,,,
1051.0,ACE 미국30년국채액티브,10220.0,상승  55,+0.54%,0.0,,,
1052.0,조광페인트,5890.0,상승  10,+0.17%,500.0,2528.0,3828.0,37.0
1053.0,삼성공조,9240.0,상승  200,+2.21%,500.0,1259.0,3134.0,54.0
1054.0,KODEX 배당가치,13160.0,상승  145,+1.11%,0.0,,,
1055.0,한신공영,6470.0,상승  70,+1.09%,5000.0,13090.0,24689.0,148.0
1056.0,TP,1460.0,상승  30,+2.10%,500.0,9202.0,6865.0,406.0
1057.0,영보화학,3725.0,상승  100,+2.76%,500.0,903.0,1790.0,70.0
1058.0,인터지스,2490.0,하락  20,-0.80%,500.0,6116.0,4285.0,230.0
1059.0,와이투솔루션,2025.0,상승  85,+4.38%,2500.0,1369.0,1241.0,19.0
1060.0,남양유업우,37000.0,하락  800,-2.12%,500.0,,,
1061.0,세원정공,7400.0,상승  140,+1.93%,500.0,1625.0,7256.0,192.0
1062.0,기신정기,2525.0,상승  25,+1.00%,500.0,1379.0,2635.0,25.0
1063.0,PLUS 200TR,37645.0,상승  690,+1.87%,0.0,,,
1064.0,TIGER 200선물인버스2X,2640.0,하락  110,-4.00%,0.0,,,
1065.0,신한 레버리지 S&P500 선물 ETN,36550.0,하락  405,-1.10%,0.0,,,
1066.0,진양폴리,7300.0,상승  250,+3.55%,500.0,545.0,517.0,40.0
1067.0,WON 25-09 회사채(AA-이상)액티브,53925.0,상승  25,+0.05%,0.0,,,
1068.0,한투 레버리지 천연가스 선물 ETN B,7265.0,하락  75,-1.02%,0.0,,,
1069.0,RISE 국채선물10년인버스,53990.0,하락  280,-0.52%,0.0,,,
1070.0,엔케이,907.0,상승  7,+0.78%,500.0,915.0,2477.0,-11.0
1071.0,KODEX 삼성전자채권혼합,10495.0,상승  65,+0.62%,0.0,,,
1072.0,인디에프,960.0,상승  10,+1.05%,500.0,1265.0,1156.0,-27.0
1073.0,TIGER 미국배당다우존스타겟커버드콜1호,11960.0,하락  35,-0.29%,0.0,,,
1074.0,신한 인버스 2X 코스닥 150 선물 ETN,7175.0,하락  580,-7.48%,0.0,,,
1075.0,RISE 코스닥150선물레버리지,8150.0,상승  595,+7.88%,0.0,,,
1076.0,범양건영,2575.0,하락  55,-2.09%,1000.0,1208.0,1929.0,-104.0
1077.0,쌍방울,13450.0,보합0,0.00%,500.0,947.0,1438.0,4.0
1078.0,신한 레버리지 금 선물 ETN,35030.0,상승  730,+2.13%,0.0,,,
1079.0,지엠비코리아,3665.0,하락  5,-0.14%,500.0,6909.0,5791.0,206.0
1080.0,RISE 중국본토대형주CSI100,18320.0,하락  250,-1.35%,0.0,,,
1081.0,웅진,867.0,상승  12,+1.40%,500.0,10186.0,10271.0,224.0
1082.0,KB 레버리지 S&P 500 선물 ETN(H),17295.0,하락  175,-1.00%,0.0,,,
1083.0,보해양조,496.0,상승  3,+0.61%,500.0,931.0,1433.0,-28.0
1084.0,광명전기,1592.0,상승  22,+1.40%,500.0,1612.0,1871.0,-23.0
1085.0,HANARO 200TR,41635.0,상승  800,+1.96%,0.0,,,
1086.0,TIGER 조선TOP10,12475.0,하락  285,-2.23%,0.0,,,
1087.0,TIGER 2차전지TOP10레버리지,1418.0,상승  99,+7.51%,0.0,,,
1088.0,TIGER AI반도체핵심공정,9060.0,상승  515,+6.03%,0.0,,,
1089.0,TIGER 미국S&P500레버리지(합성 H),45430.0,하락  530,-1.15%,0.0,,,
1090.0,RISE 중국본토CSI300,10595.0,하락  90,-0.84%,0.0,,,
1091.0,삼화왕관,31200.0,상승  350,+1.13%,5000.0,1579.0,2012.0,69.0
1092.0,TIGER 인도니프티50레버리지(합성),45360.0,상승  650,+1.45%,0.0,,,
1093.0,한국종합기술,6130.0,하락  140,-2.23%,500.0,3769.0,3812.0,40.0
1094.0,보락,1119.0,상승  24,+2.19%,200.0,468.0,579.0,5.0
1095.0,세원이앤씨,1270.0,보합0,0.00%,500.0,1306.0,3436.0,-61.0
1096.0,키움 미국달러선물 ETN,13350.0,보합0,0.00%,0.0,,,
1097.0,ACE 글로벌자율주행액티브,11675.0,하락  220,-1.85%,0.0,,,
1098.0,두산퓨얼셀1우,4970.0,상승  170,+3.54%,100.0,,,
1099.0,고려산업,2660.0,상승  50,+1.92%,1000.0,3191.0,2779.0,80.0
1100.0,GS우,37050.0,상승  300,+0.82%,5000.0,,,
1101.0,부국증권우,22000.0,하락  50,-0.23%,5000.0,,,
1102.0,KODEX 미국달러선물,14405.0,상승  10,+0.07%,0.0,,,
1103.0,SOL 미국S&P500ESG,16915.0,하락  95,-0.56%,0.0,,,
1104.0,KODEX WTI원유선물(H),15230.0,상승  270,+1.80%,0.0,,,
1105.0,SOL CD금리&머니마켓액티브,50050.0,상승  10,+0.02%,0.0,,,
1106.0,SG세계물산,325.0,상승  5,+1.56%,500.0,1431.0,3035.0,18.0
1107.0,DSR,4090.0,상승  60,+1.49%,500.0,2911.0,3435.0,243.0
1108.0,TIGER 경기방어,9755.0,상승  85,+0.88%,0.0,,,
1109.0,영풍제지,1167.0,상승  17,+1.48%,500.0,826.0,1999.0,-30.0
1110.0,TIGER 200TR,18580.0,상승  380,+2.09%,0.0,,,
1111.0,SK우,114800.0,"상승  1,700",+1.50%,200.0,,,
1112.0,대양금속,1534.0,상승  1,+0.07%,500.0,2010.0,1511.0,-25.0
1113.0,콤텍시스템,535.0,상승  1,+0.19%,500.0,8926.0,5254.0,155.0
1114.0,IHQ,10760.0,보합0,0.00%,500.0,363.0,1517.0,-174.0
1115.0,삼정펄프,25800.0,상승  300,+1.18%,5000.0,1783.0,2427.0,74.0
1116.0,새론오토모티브,3350.0,상승  5,+0.15%,500.0,1403.0,2576.0,-76.0
1117.0,KODEX 반도체레버리지,8360.0,상승  725,+9.50%,0.0,,,
1118.0,혜인,5010.0,상승  20,+0.40%,500.0,2761.0,2540.0,91.0
1119.0,TIGER 글로벌AI&로보틱스 INDXX,13810.0,상승  180,+1.32%,0.0,,,
1120.0,KODEX 아시아달러채권ESG플러스액티브,61550.0,상승  140,+0.23%,0.0,,,
1121.0,삼성 미국 대형 성장주 ETN,31745.0,보합0,0.00%,0.0,,,
1122.0,미래에셋맵스리츠,2540.0,상승  35,+1.40%,1000.0,66.0,3043.0,43.0
1123.0,메리츠 KAP 통안채 3개월 ETN,52880.0,보합0,0.00%,0.0,,,
1124.0,상신브레이크,2955.0,상승  25,+0.85%,500.0,5755.0,5649.0,275.0
1125.0,PLUS 신흥국MSCI(합성 H),9600.0,보합0,0.00%,0.0,,,
1126.0,테이팩스,13260.0,상승  690,+5.49%,500.0,1458.0,1999.0,66.0
1127.0,KB 인버스 천연가스 선물 ETN,14030.0,상승  80,+0.57%,0.0,,,
1128.0,명문제약,1850.0,상승  28,+1.54%,500.0,1696.0,2365.0,10.0
1129.0,성안머티리얼스,762.0,상승  32,+4.38%,500.0,338.0,1284.0,-93.0
1130.0,PLUS 미국S&P500(H),23910.0,하락  140,-0.58%,0.0,,,
1131.0,동양피스톤,4695.0,상승  50,+1.08%,500.0,4217.0,3726.0,133.0
1132.0,유엔젤,4665.0,하락  895,-16.10%,500.0,366.0,629.0,-18.0
1133.0,KODEX 미국10년국채선물,12025.0,상승  30,+0.25%,0.0,,,
1134.0,KB Wise 분할매매 ETN,10195.0,보합0,0.00%,0.0,,,
1135.0,HANARO 25-12 은행채(AA+이상)액티브,10090.0,상승  10,+0.10%,0.0,,,
1136.0,KODEX 미국메타버스나스닥액티브,15445.0,상승  150,+0.98%,0.0,,,
1137.0,대림B&Co,3655.0,하락  10,-0.27%,1000.0,2663.0,3477.0,41.0
1138.0,대구백화점,5630.0,상승  240,+4.45%,5000.0,676.0,4674.0,-151.0
1139.0,TIGER 현대차그룹+펀더멘털,26900.0,상승  55,+0.20%,0.0,,,
1140.0,금비,60700.0,"하락  2,000",-3.19%,5000.0,2595.0,2828.0,124.0
1141.0,신한 레버리지 코스닥 150 선물 ETN,24050.0,"상승  1,750",+7.85%,0.0,,,
1142.0,미래에셋증권우,4265.0,상승  25,+0.59%,5000.0,,,
1143.0,화천기공,27200.0,상승  400,+1.49%,5000.0,2257.0,4639.0,46.0
1144.0,HANARO Fn K-POP&미디어,6820.0,상승  105,+1.56%,0.0,,,
1145.0,미래에셋 홍콩H 선물 ETN(H),11910.0,상승  95,+0.80%,0.0,,,
1146.0,화천기계,2705.0,상승  45,+1.69%,500.0,1619.0,1675.0,-30.0
1147.0,SH에너지화학,533.0,상승  5,+0.95%,500.0,1340.0,1208.0,-41.0
1148.0,TIGER 코스닥150 레버리지,8085.0,상승  555,+7.37%,0.0,,,
1149.0,한솔로지스틱스,2090.0,상승  15,+0.72%,500.0,7265.0,2451.0,263.0
1150.0,ACE 구글밸류체인액티브,11285.0,상승  210,+1.90%,0.0,,,
1151.0,플레이그램,385.0,상승  18,+4.90%,100.0,2144.0,2736.0,-26.0
1152.0,씨아이테크,1161.0,상승  31,+2.74%,500.0,571.0,906.0,-71.0
1153.0,화승알앤에이,3060.0,상승  10,+0.33%,500.0,6807.0,4308.0,318.0
1154.0,STX그린로지스,8080.0,상승  200,+2.54%,2500.0,283.0,739.0,18.0
1155.0,비상교육,4450.0,상승  100,+2.30%,500.0,2524.0,3626.0,-58.0
1156.0,RISE 고배당,12955.0,상승  90,+0.70%,0.0,,,
1157.0,이건산업,5260.0,상승  100,+1.94%,5000.0,3116.0,4431.0,91.0
1158.0,RISE 미국S&P500(H),14395.0,하락  80,-0.55%,0.0,,,
1159.0,티에이치엔,3190.0,상승  40,+1.27%,500.0,5863.0,4030.0,431.0
1160.0,인팩,5740.0,상승  150,+2.68%,500.0,5429.0,4829.0,235.0
1161.0,다이나믹디자인,1659.0,상승  77,+4.87%,500.0,671.0,1065.0,-88.0
1162.0,아모레G우,8900.0,상승  30,+0.34%,500.0,,,
1163.0,ACE 인도컨슈머파워액티브,11125.0,상승  110,+1.00%,0.0,,,
1164.0,TIGER 골드선물(H),17215.0,상승  155,+0.91%,0.0,,,
1165.0,하이스틸,2810.0,상승  75,+2.74%,500.0,2567.0,2704.0,34.0
1166.0,서울식품,151.0,상승  3,+2.03%,100.0,648.0,708.0,6.0
1167.0,TIGER 미국나스닥바이오,23320.0,상승  90,+0.39%,0.0,,,
1168.0,DSR제강,3910.0,상승  100,+2.62%,500.0,2130.0,2630.0,235.0
1169.0,KODEX TRF5050,16070.0,상승  55,+0.34%,0.0,,,
1170.0,삼화전자,3310.0,상승  70,+2.16%,1000.0,419.0,730.0,-50.0
1171.0,조비,10770.0,하락  70,-0.65%,5000.0,1147.0,1186.0,-56.0
1172.0,RISE 미국달러SOFR금리액티브(합성),12025.0,보합0,0.00%,0.0,,,
1173.0,KODEX 차이나H레버리지(H),1981.0,상승  10,+0.51%,0.0,,,
1174.0,ACE 마이크로소프트밸류체인액티브,12115.0,상승  65,+0.54%,0.0,,,
1175.0,서원,1169.0,상승  16,+1.39%,500.0,2332.0,2470.0,5.0
1176.0,SOL 한국형글로벌반도체액티브,18825.0,상승  205,+1.10%,0.0,,,
1177.0,갤럭시아에스엠,2005.0,상승  32,+1.62%,500.0,330.0,900.0,46.0
1178.0,다스코,2925.0,상승  20,+0.69%,500.0,3781.0,3200.0,225.0
1179.0,케이비아이동국실업,493.0,상승  6,+1.23%,500.0,6494.0,6222.0,45.0
1180.0,ACE 단기채권알파액티브,109020.0,상승  45,+0.04%,0.0,,,
1181.0,선도전기,3000.0,보합0,0.00%,500.0,416.0,923.0,-72.0
1182.0,대유에이텍,1153.0,상승  3,+0.26%,500.0,5669.0,3360.0,361.0
1183.0,PLUS 단기채권액티브,115715.0,상승  110,+0.10%,0.0,,,
1184.0,한솔홈데코,661.0,보합0,0.00%,1000.0,3000.0,3121.0,-21.0
1185.0,미래에셋 -1.5X 천연가스 선물 ETN,21225.0,상승  200,+0.95%,0.0,,,
1186.0,HANARO CAPEX설비투자iSelect,14250.0,상승  140,+0.99%,0.0,,,
1187.0,삼성 인버스 2X 나스닥 100 ETN,10510.0,상승  130,+1.25%,0.0,,,
1188.0,마니커,827.0,상승  3,+0.36%,500.0,3396.0,1604.0,22.0
1189.0,윌비스,776.0,하락  16,-2.02%,1000.0,2161.0,3029.0,-42.0
1190.0,코오롱인더우,18770.0,상승  220,+1.19%,5000.0,,,
1191.0,씨티알모빌리티,6020.0,상승  70,+1.18%,500.0,4442.0,2981.0,5.0
1192.0,ACE AI반도체포커스,13030.0,상승  600,+4.83%,0.0,,,
1193.0,천일고속,36000.0,하락  150,-0.41%,5000.0,440.0,547.0,-51.0
1194.0,롯데칠성우,66100.0,상승  200,+0.30%,500.0,,,
1195.0,삼성 레버리지 금 선물 ETN(H),51000.0,상승  875,+1.75%,0.0,,,
1196.0,한일철강,1909.0,보합0,0.00%,500.0,2163.0,3310.0,49.0
1197.0,RISE 글로벌원자력,19985.0,상승  645,+3.34%,0.0,,,
1198.0,금호전기,907.0,하락  6,-0.66%,500.0,534.0,529.0,-82.0
1199.0,KODEX 미국달러선물인버스,7725.0,하락  5,-0.06%,0.0,,,
1200.0,RISE 미국배당100데일리고정커버드콜,10150.0,하락  35,-0.34%,0.0,,,
1201.0,SOL 미국TOP5채권혼합40 Solactive,13655.0,하락  15,-0.11%,0.0,,,
1202.0,성보화학,2510.0,상승  20,+0.80%,500.0,626.0,1656.0,2.0
1203.0,SOL 미국30년국채액티브(H),8880.0,상승  55,+0.62%,0.0,,,
1204.0,아진전자부품,1017.0,상승  7,+0.69%,500.0,1134.0,946.0,20.0
1205.0,ACE 중장기국공채액티브,106850.0,상승  350,+0.33%,0.0,,,
1206.0,한투 레버리지일본니케이225선물 ETN(H),19995.0,하락  185,-0.92%,0.0,,,
1207.0,미래에셋 0.5X 코스피200 선물 ETN,9950.0,보합0,0.00%,0.0,,,
1208.0,삼성 미국 대형 성장주 ETN(H),24810.0,보합0,0.00%,0.0,,,
1209.0,KODEX Top10동일가중,7185.0,상승  105,+1.48%,0.0,,,
1210.0,웰바이오텍,545.0,보합0,0.00%,500.0,721.0,602.0,-159.0
1211.0,삼성 미국 대형 가치주 ETN,24625.0,하락  140,-0.57%,0.0,,,
1212.0,RISE AI&로봇,8950.0,하락  215,-2.35%,0.0,,,
1213.0,하나 Solactive US Tech Top 10 ETN(H),24545.0,보합0,0.00%,0.0,,,
1214.0,SOL 머니마켓액티브,50970.0,상승  15,+0.03%,0.0,,,
1215.0,평화산업,890.0,보합0,0.00%,500.0,5640.0,2524.0,99.0
1216.0,유성기업,1874.0,상승  39,+2.13%,500.0,3115.0,4396.0,80.0
1217.0,KODEX TRF7030,18665.0,상승  95,+0.51%,0.0,,,
1218.0,에쓰씨엔지니어링,1384.0,하락  1,-0.07%,500.0,1360.0,993.0,10.0
1219.0,부국철강,2415.0,상승  45,+1.90%,500.0,1914.0,1561.0,24.0
1220.0,에셋플러스 글로벌플랫폼액티브,13415.0,하락  205,-1.51%,0.0,,,
1221.0,PLUS 일본반도체소부장,12980.0,보합0,0.00%,0.0,,,
1222.0,SJM홀딩스,3215.0,하락  30,-0.92%,500.0,2028.0,3398.0,147.0
1223.0,PLUS 고배당주채권혼합,12290.0,보합0,0.00%,0.0,,,
1224.0,미래에셋 0.5X 코스닥150 선물 ETN,9570.0,보합0,0.00%,0.0,,,
1225.0,미래에셋 레버리지 코스닥150 선물 ETN,23905.0,"상승  1,700",+7.66%,0.0,,,
1226.0,SOL 금융지주플러스고배당,10700.0,상승  30,+0.28%,0.0,,,
1227.0,문배철강,2320.0,상승  10,+0.43%,500.0,1636.0,2316.0,-34.0
1228.0,메리츠 레버리지 미국채30년 ETN(H),4750.0,상승  55,+1.17%,0.0,,,
1229.0,영화금속,910.0,상승  2,+0.22%,500.0,2923.0,2100.0,94.0
1230.0,케이탑리츠,977.0,상승  2,+0.21%,1000.0,269.0,2131.0,205.0
1231.0,삼성 레버리지 은 선물 ETN(H),15620.0,상승  285,+1.86%,0.0,,,
1232.0,마이다스 코스피액티브,19510.0,상승  325,+1.69%,0.0,,,
1233.0,상상인증권,432.0,상승  1,+0.23%,1000.0,1822.0,21738.0,10.0
1234.0,메타케어,284.0,상승  1,+0.35%,500.0,558.0,1553.0,-89.0
1235.0,신한 레버리지 다우존스지수 선물 ETN(H),46755.0,하락  645,-1.36%,0.0,,,
1236.0,우성,15120.0,상승  120,+0.80%,5000.0,6348.0,4253.0,57.0
1237.0,KODEX 인도타타그룹,10725.0,상승  250,+2.39%,0.0,,,
1238.0,N2 S&P500 버퍼10% 9월 ETN,15545.0,보합0,0.00%,0.0,,,
1239.0,미래에셋 레버리지 코스피200 선물 ETN,23295.0,상승  840,+3.74%,0.0,,,
1240.0,KB 천연가스 선물 ETN(H),4655.0,하락  5,-0.11%,0.0,,,
1241.0,HANARO e커머스,9400.0,상승  170,+1.84%,0.0,,,
1242.0,현대건설우,43600.0,상승  400,+0.93%,5000.0,,,
1243.0,RISE 국고채3년,109940.0,상승  70,+0.06%,0.0,,,
1244.0,마스턴프리미어리츠,1506.0,상승  10,+0.67%,1000.0,43.0,1604.0,17.0
